Classification,Cl,TDS,E.C,Na,T.H,NO3 ,Mg,RSC  meq  / L,Ca,SAR
4,240.0,900.48,1407.0,108.73,439.9177632,15.98869,48.62,-2.798355263,96.0,2.253906016
4,160.0,741.12,1158.0,91.29,419.8848684,13.55274,68.068,-1.397697368,56.0,1.937002847
4,240.0,1096.96,1714.0,118.25,559.9177632,40.48106,48.62,-3.198355263,144.0,2.172757164
4,320.0,1013.12,1583.0,111.63,479.9177632,2.83456,48.62,-4.998355263,112.0,2.215489399
3,20.0,231.68,362.0,14.02,159.9917763,38.00082,4.862,-0.799835526,56.0,0.481916002
3,90.0,476.16,744.0,59.75,259.9342105,21.43636,38.896,-0.798684211,40.0,1.611307219
4,260.0,865.28,1352.0,42.0,579.8848684,172.731,68.068,-8.597697368,120.0,0.758316605
4,190.0,814.72,1273.0,135.0,339.9259868,40.70251,43.758,-0.598519737,64.0,3.183565202
3,30.0,416.0,650.0,68.0,179.9671053,13.287,19.448,1.600657895,40.0,2.203862581
3,50.0,471.68,737.0,39.0,279.9671053,16.16585,19.448,-0.399342105,80.0,1.013405525
3,50.0,327.04,511.0,23.0,199.9671053,89.4658,19.448,-1.999342105,48.0,0.707164939
4,240.0,952.32,1488.0,159.0,379.9177632,53.148,48.62,-1.598355263,72.0,3.546700274
3,40.0,250.88,392.0,23.0,139.9917763,2.74598,4.862,-0.199835526,48.0,0.845179078
4,80.0,505.6,790.0,88.0,239.9506579,39.65968182,29.172,-0.799013158,48.0,2.469982428
3,60.0,434.56,679.0,71.0,179.9588816,42.67945455,24.31,-0.799177632,32.0,2.301144389
4,110.0,603.52,943.0,102.0,279.9424342,43.88736364,34.034,-1.798848684,56.0,2.650562006
4,230.0,1173.76,1834.0,209.0,479.8848684,44.29,68.068,-1.597697368,80.0,4.148106729
4,170.0,779.52,1218.0,137.0,339.9259868,44.89395455,43.758,-2.998519737,64.0,3.230729131
4,70.0,497.92,778.0,78.0,239.9506579,31.003,29.172,-0.599013158,48.0,2.189302607
4,20.0,536.32,838.0,61.85,299.9506579,108.5105,29.172,0.000986842,72.0,1.552697875
4,260.0,830.72,1298.0,92.87,439.9342105,29.58572,38.896,-4.198684211,112.0,1.925101985
4,40.0,544.64,851.0,69.0,299.9095395,4.11897,53.482,1.401809211,32.0,1.732312004
4,330.0,1115.52,1743.0,90.0,659.8684211,10.23099,77.792,-6.997368421,136.0,1.52330196
4,100.0,577.28,902.0,70.59,299.9588816,37.15931,24.31,-0.999177632,80.0,1.772084729
4,10.0,547.2,855.0,47.59,339.9095395,16.29872,53.482,1.201809211,48.0,1.12229284
4,30.0,509.44,796.0,25.0,339.9424342,73.9643,34.034,-1.198848684,80.0,0.589534849
4,130.0,632.96,989.0,80.0,299.9342105,12.4012,38.896,-0.998684211,56.0,2.00839508
4,230.0,856.96,1339.0,56.17,539.8930921,31.93309,63.206,-4.797861842,112.0,1.051048369
4,140.0,532.48,832.0,40.15,359.9424342,38.62088,34.034,-3.198848684,88.0,0.920113047
4,100.0,575.36,899.0,67.89,299.9506579,26.79545,29.172,-0.799013158,72.0,1.704327546
4,250.0,948.48,1482.0,42.0,639.84375,31.13587,92.378,-7.796875,104.0,0.721912378
2,20.0,131.2,205.0,9.0,119.9917763,4.8719,4.862,-0.399835526,40.0,0.357222604
3,60.0,477.44,746.0,28.68,319.9342105,90.3516,38.896,-2.398684211,64.0,0.697141554
4,90.0,688.64,1076.0,27.84,479.8848684,13.19842,68.068,-2.197697368,80.0,0.552551633
4,230.0,899.2,1405.0,82.0,519.8355263,75.293,97.24,-4.396710526,48.0,1.563698567
3,20.0,171.52,268.0,9.0,119.9835526,42.0755,9.724,-0.999671053,32.0,0.357234846
4,390.0,1229.44,1921.0,118.0,679.8108553,46.0616,111.826,-7.196217105,88.0,1.96770561
3,20.0,396.8,620.0,26.71,259.9588816,19.26615,24.31,0.000822368,64.0,0.720267339
3,40.0,349.44,546.0,12.38,239.9835526,33.17321,9.724,-1.599671053,80.0,0.347457803
4,120.0,517.76,809.0,83.0,239.9588816,7.21927,24.31,-0.599177632,56.0,2.329602597
4,150.0,723.84,1131.0,98.0,359.9342105,65.9921,38.896,-1.798684211,80.0,2.245880665
4,160.0,720.0,1125.0,97.0,359.9506579,63.91047,29.172,-1.999013158,96.0,2.222912727
4,270.0,1167.36,1824.0,194.0,519.8601974,77.5075,82.654,-1.797203947,72.0,3.699394191
3,50.0,325.76,509.0,45.0,179.9835526,3.41033,9.724,0.200328947,56.0,1.458371833
4,90.0,740.48,1157.0,136.0,299.9342105,5.44767,38.896,2.801315789,56.0,3.414271636
4,180.0,674.56,1054.0,71.0,399.9753289,6.51063,14.586,-2.799506579,136.0,1.543525862
1,390.0,1614.72,2523.0,291.0,699.8190789,149.1767727,106.964,-5.796381579,104.0,4.782690349
3,80.0,450.56,704.0,95.0,239.9671053,17.91731818,19.448,0.800657895,64.0,2.666366922
4,240.0,904.96,1414.0,124.0,459.8848684,39.65968182,68.068,-3.197697368,72.0,2.514023246
3,50.0,365.44,571.0,19.0,299.9506579,34.82804545,29.172,-1.799013158,72.0,0.476980754
4,190.0,838.4,1310.0,191.0,319.9424342,120.7909091,34.034,-1.198848684,72.0,4.642689175
4,130.0,612.48,957.0,89.0,339.9259868,43.88736364,43.758,-2.398519737,64.0,2.098794837
4,230.0,709.76,1109.0,145.0,299.9506579,28.38586364,29.172,-2.399013158,72.0,3.640116278
4,150.0,712.96,1114.0,145.0,319.9342105,65.62972727,38.896,-0.598684211,64.0,3.524599907
4,130.0,632.96,989.0,66.0,379.9342105,43.88736364,38.896,-2.798684211,88.0,1.472183342
4,280.0,1025.92,1603.0,123.0,599.8355263,143.3385455,97.24,-8.996710526,80.0,2.183540157
4,130.0,688.64,1076.0,126.0,259.9588816,44.08868182,24.31,-0.399177632,64.0,3.397741848
4,290.0,1073.28,1677.0,192.0,479.8848684,100.4577727,68.068,-3.997697368,80.0,3.810700918
4,190.0,865.28,1352.0,99.0,579.8601974,45.49790909,82.654,-4.397203947,96.0,1.787498595
4,370.0,1414.4,2210.0,251.0,499.8930921,153.6057727,63.206,-1.597861842,96.0,4.880983255
3,40.0,408.32,638.0,85.0,199.9424342,18.52127273,34.034,1.001151316,24.0,2.613596875
4,300.0,1248.0,1950.0,245.0,539.8684211,17.14023,77.792,1.002631579,88.0,4.584524374
4,190.0,1150.72,1798.0,175.1,559.8766447,110.725,72.93,0.002467105,104.0,3.217452429
4,80.0,780.8,1220.0,40.0,519.8848684,28.3456,68.068,-2.197697368,96.0,0.76274359
4,170.0,857.6,1340.0,102.9,539.9588816,132.87,24.31,-3.399177632,176.0,1.925338938
4,150.0,897.28,1402.0,96.41,459.9671053,10.40815,19.448,-0.799342105,152.0,1.954478331
4,240.0,999.68,1562.0,40.25,719.8766447,97.438,72.93,-6.997532895,168.0,0.652242369
4,230.0,1100.8,1720.0,108.0,659.9177632,106.296,48.62,-4.398355263,184.0,1.827894012
4,240.0,1072.0,1675.0,116.96,599.9342105,97.438,38.896,-3.998684211,176.0,2.076145134
4,220.0,916.48,1432.0,145.2,459.9013158,23.60657,58.344,-1.798026316,88.0,2.943787483
4,120.0,702.72,1098.0,79.29,379.9342105,12.8441,38.896,-1.398684211,88.0,1.768627533
4,220.0,945.28,1477.0,171.0,359.8766447,6.442181818,72.93,0.602467105,24.0,3.919146004
4,50.0,526.72,823.0,70.0,259.9095395,97.438,53.482,-0.198190789,16.0,1.887813529
3,70.0,476.8,745.0,65.0,239.9177632,41.47154545,48.62,0.001644737,16.0,1.824543906
3,40.0,277.12,433.0,31.0,159.9506579,15.90413636,29.172,-0.199013158,16.0,1.065714421
4,80.0,544.0,850.0,70.0,279.9177632,45.90054545,48.62,-0.198355263,32.0,1.819093301
4,150.0,913.92,1428.0,136.0,419.8684211,140.3187727,77.792,-1.197368421,40.0,2.88572184
4,70.0,571.52,893.0,71.0,299.9013158,132.2660455,58.344,-1.398026316,24.0,1.782548385
4,170.0,836.48,1307.0,136.0,359.8848684,23.55422727,68.068,0.202302632,32.0,3.116946004
3,70.0,283.52,443.0,16.97,179.9917763,46.411491,4.862,-1.999835526,64.0,0.549955658
4,140.0,660.48,1032.0,83.17,299.9671053,95.53353,19.448,-2.199342105,88.0,2.087863247
4,110.0,878.72,1373.0,83.67,499.8848684,76.53312,68.068,-1.197697368,88.0,1.627072622
3,20.0,248.32,388.0,16.53,159.9588816,0.296743,24.31,0.000822368,24.0,0.568251824
4,30.0,564.48,882.0,88.89,239.9259868,20.174095,43.758,2.401480263,24.0,2.495091205
4,80.0,515.2,805.0,20.9,259.9671053,140.17785,19.448,-2.199342105,72.0,0.563584773
3,40.0,439.68,687.0,44.94,219.9671053,0.713069,19.448,1.000657895,56.0,1.317426401
4,150.0,794.88,1242.0,81.1,459.9177632,98.7667,48.62,-2.598355263,104.0,1.644193498
4,340.0,1048.32,1638.0,178.8,339.9177632,0.097438,48.62,-0.998355263,56.0,4.216506249
4,70.0,904.96,1414.0,161.3,359.9177632,0.150586,48.62,4.801644737,64.0,3.696620698
3,20.0,414.08,647.0,10.48,279.9588816,15.802672,24.31,-0.399177632,72.0,0.272324253
3,70.0,361.6,565.0,16.0,279.9506579,23.95686364,29.172,-2.599013158,64.0,0.415768326
3,60.0,238.08,372.0,27.0,179.9424342,24.76213636,34.034,-0.998848684,16.0,0.875123069
3,40.0,167.04,261.0,14.0,140.0,14.09227273,5.0,-0.8,56.0,0.51444172
4,260.0,807.04,1261.0,28.0,579.8273026,44.89395455,102.102,-7.596546053,64.0,0.505569498
4,160.0,813.44,1271.0,101.23,399.9342105,57.1341,38.896,-1.598684211,96.0,2.200833171
3,50.0,283.52,443.0,30.74,159.9835526,2.83456,9.724,-0.199671053,48.0,1.056667522
4,190.0,1040.0,1625.0,193.6,379.9342105,162.1014,38.896,0.001315789,88.0,4.318404469
3,80.0,356.48,557.0,56.79,159.9753289,2.43595,14.586,-0.199506579,40.0,1.952169516
4,160.0,580.48,907.0,70.19,279.9424342,48.719,34.034,-2.398848684,56.0,1.823950463
4,140.0,995.2,1555.0,88.0,559.9588816,190.447,24.31,-3.799177632,184.0,1.616876196
4,170.0,991.36,1549.0,119.0,499.8601974,54.4767,82.654,-0.997203947,64.0,2.314167804
4,140.0,771.2,1205.0,114.0,359.9424342,50.0477,34.034,-0.198848684,88.0,2.612525214
4,40.0,518.4,810.0,15.0,379.8766447,40.86759091,72.93,-2.197532895,32.0,0.334612473
4,110.0,522.88,817.0,29.0,339.9177632,45.90054545,48.62,-2.798355263,56.0,0.683885242
4,110.0,542.08,847.0,30.0,339.9095395,45.69922727,53.482,-2.798190789,48.0,0.70747605
3,50.0,252.8,395.0,25.0,179.9588816,6.442181818,24.31,-0.599177632,32.0,0.810262109
4,250.0,739.84,1156.0,33.0,519.8190789,3.221090909,106.964,-5.996381579,32.0,0.629303281
4,80.0,495.36,774.0,28.0,439.8601974,20.13181818,82.654,-2.197203947,40.0,0.580460756
3,50.0,291.2,455.0,23.0,219.9835526,7.046136364,9.724,-0.799671053,72.0,0.674225066
3,120.0,453.12,708.0,24.0,279.9506579,43.88736364,29.172,-3.199013158,64.0,0.623652488
4,100.0,554.24,866.0,37.0,399.8930921,12.88436364,63.206,-1.997861842,56.0,0.804455337
4,120.0,517.76,809.0,23.0,299.9177632,43.48472727,48.62,-3.598355263,40.0,0.577429418
3,80.0,332.16,519.0,24.0,239.9671053,26.17136364,19.448,-1.999342105,64.0,0.673608486
4,60.0,538.88,842.0,25.0,359.8601974,23.35290909,82.654,-1.197203947,8.0,0.572987656
4,200.0,953.6,1490.0,94.0,439.8601974,13.48831818,82.654,-2.197203947,40.0,1.94868968
3,50.0,343.68,537.0,54.0,200.0,10.06590909,9.724,0.000328947,64.0,1.660232015
4,170.0,953.6,1490.0,135.0,620.0,128.0383636,102.102,-3.596546053,80.0,2.357602488
4,70.0,1014.4,1585.0,85.0,560.0,142.1306364,53.482,-3.398190789,136.0,1.56182423
4,90.0,980.48,1532.0,166.0,280.0,136.6950455,9.724,0.800328947,96.0,4.313342972
3,60.0,471.04,736.0,110.0,219.9753289,0.805272727,24.31,2.400822368,48.0,3.224735494
4,240.0,1321.6,2065.0,254.0,660.0,82.33913636,126.412,0.004276316,56.0,4.299364558
4,360.0,1081.6,1690.0,125.0,659.8026316,34.82804545,116.688,-8.796052632,72.0,2.115802643
4,380.0,1153.28,1802.0,202.0,399.9177632,69.0924,48.62,-4.798355263,80.0,4.391755826
1,500.0,1591.04,2486.0,255.0,659.8766447,120.9117,72.93,-6.997532895,144.0,4.315995326
4,150.0,585.6,915.0,47.0,359.9671053,80.1649,19.448,-4.399342105,112.0,1.077056818
4,50.0,486.4,760.0,39.0,299.9835526,124.4549,9.724,-2.399671053,104.0,0.979012076
4,330.0,1338.88,2092.0,191.0,579.9259868,93.4519,43.758,-3.398519737,160.0,3.448412782
4,280.0,1016.32,1588.0,99.0,519.8848684,92.5661,68.068,-5.197697368,96.0,1.887790386
4,150.0,853.76,1334.0,94.0,459.9342105,30.47152,38.896,-0.998684211,120.0,1.905689585
4,70.0,659.2,1030.0,54.33,399.9671053,54.29954,19.448,-1.199342105,128.0,1.181135524
4,120.0,690.56,1079.0,28.53,479.9342105,47.70033,38.896,-3.198684211,128.0,0.566217231
4,210.0,910.08,1422.0,97.0,499.9835526,42.0755,9.724,-2.999671053,184.0,1.886105751
4,260.0,1202.56,1879.0,65.7,779.8766447,150.80745,72.93,-7.397532895,192.0,1.022879739
4,30.0,588.16,919.0,28.51,419.9753289,37.07073,14.586,-0.599506579,144.0,0.604863658
4,160.0,999.04,1561.0,145.7,459.9671053,69.9782,19.448,0.200657895,152.0,2.953713233
1,430.0,1525.12,2383.0,260.0,579.9013158,10.89534,58.344,-0.598026316,136.0,4.694274319
3,20.0,458.88,717.0,53.96,259.9835526,21.12633,9.724,1.200328947,88.0,1.455027387
3,50.0,293.12,458.0,30.58,159.9753289,7.21927,14.586,-0.399506579,40.0,1.051194643
4,100.0,744.32,1163.0,96.0,379.9588816,51.02208,24.31,0.1,112.0,2.141288067
4,250.0,1016.96,1589.0,60.76,659.9177632,59.57005,48.62,-5.798355263,184.0,1.028359631
4,160.0,736.0,1150.0,57.0,459.9753289,83.17662,14.586,-3.399506579,160.0,1.155526076
4,50.0,616.32,963.0,54.0,379.9259868,16.60875,43.758,0.401480263,80.0,1.204526679
4,70.0,605.44,946.0,72.92,319.8848684,15.63437,68.068,0.402302632,16.0,1.772645838
4,30.0,521.6,815.0,35.27,359.9506579,21.08204,29.172,0.01,96.0,0.808269401
3,100.0,416.0,650.0,41.68,239.9835526,20.55056,9.724,-1.599671053,80.0,1.169793315
3,40.0,441.6,690.0,31.03,299.9506579,39.50668,29.172,-0.799013158,72.0,0.778984884
4,110.0,862.72,1348.0,48.0,579.8601974,39.59526,82.654,-2.597203947,96.0,0.866665985
3,60.0,307.2,480.0,34.0,159.9753289,13.287,14.586,-0.799506579,40.0,1.168757942
4,90.0,569.6,890.0,70.0,299.9506579,31.60695455,29.172,-0.399013158,72.0,1.757297514
4,120.0,561.28,877.0,82.0,279.9588816,55.76513636,24.31,-0.999177632,72.0,2.130781372
4,120.0,816.0,1275.0,120.0,259.9588816,68.24686364,24.31,-0.199177632,64.0,3.235944617
3,100.0,453.76,709.0,70.0,199.9753289,19.52786364,14.586,-0.599506579,56.0,2.152196863
4,320.0,1100.8,1720.0,170.3,479.8848684,163.873,68.068,-5.197697368,80.0,3.380012325
4,150.0,737.28,1152.0,86.0,379.8766447,67.3208,72.93,-1.797532895,32.0,1.918444848
4,80.0,590.72,923.0,65.78,319.8930921,104.0815,63.206,-2.397861842,24.0,1.599055738
3,50.0,336.0,525.0,56.0,139.9671053,1.55015,19.448,0.800657895,24.0,2.058008673
4,130.0,629.12,983.0,86.68,299.9259868,0.13287,43.758,-0.398519737,48.0,2.176125902
4,290.0,833.92,1303.0,95.46,439.8684211,77.9504,77.792,-5.597368421,48.0,1.978938063
3,70.0,353.28,552.0,52.93,159.9753289,4.78332,14.586,0.000493421,40.0,1.819481114
4,80.0,659.2,1030.0,57.0,359.9095395,31.66735,53.482,-0.198190789,56.0,1.3063223
4,50.0,490.24,766.0,23.08,319.9588816,10.23099,24.31,-0.399177632,88.0,0.560997445
4,80.0,586.88,917.0,90.01,259.9259868,10.27528,43.758,1.201480263,32.0,2.427381708
3,80.0,422.4,660.0,56.0,199.9753289,18.46893,14.586,-0.199506579,56.0,1.721757491
4,60.0,586.24,916.0,129.0,199.9835526,22.145,9.724,3.200328947,64.0,3.966109813
3,50.0,447.36,699.0,96.0,179.9835526,38.85440909,9.724,2.000328947,56.0,3.111193244
3,40.0,435.84,681.0,80.0,139.9917763,45.49790909,4.862,1.600164474,48.0,2.939753316
3,30.0,227.84,356.0,7.0,119.9753289,13.48831818,14.586,-0.799506579,24.0,0.277858847
4,70.0,497.28,777.0,102.0,199.9917763,13.287,4.862,2.000164474,72.0,3.135929329
3,40.0,380.16,594.0,23.0,259.9753289,12.48172727,14.586,-0.399506579,80.0,0.620203099
4,240.0,1150.72,1798.0,172.0,479.8684211,87.97604545,77.792,-1.797368421,64.0,3.413811408
4,180.0,1116.8,1745.0,180.0,419.8848684,177.5626364,68.068,-1.597697368,56.0,3.819262925
4,150.0,1115.52,1743.0,180.0,479.8684211,165.4835455,77.792,-0.197368421,64.0,3.572593334
3,60.0,344.96,539.0,49.0,159.9753289,7.247454545,14.586,0.000493421,40.0,1.684386446
4,50.0,726.4,1135.0,118.0,319.9177632,29.39245455,48.62,2.201644737,48.0,2.868368827
3,50.0,349.44,546.0,41.0,139.9753289,6.442181818,14.586,-0.199506579,32.0,1.506712087
4,60.0,736.0,1150.0,119.0,319.9177632,61.80468182,48.62,1.801644737,48.0,2.892677037
3,50.0,326.4,510.0,33.0,159.9671053,4.831636364,19.448,-0.399342105,32.0,1.134411867
4,80.0,524.8,820.0,92.0,219.9342105,32.19883,38.896,0.801315789,24.0,2.69720277
4,170.0,663.68,1037.0,73.0,339.9506579,68.02944,29.172,-2.999013158,88.0,1.721420938
4,90.0,565.76,884.0,135.0,159.9588816,3.05601,24.31,2.800822368,24.0,4.640895111
4,290.0,938.24,1466.0,84.0,559.9259868,52.21791,43.758,-6.198519737,152.0,1.543427159
4,190.0,821.76,1284.0,116.0,379.9259868,55.8054,43.758,-2.198519737,80.0,2.587501755
3,50.0,314.24,491.0,44.0,179.9835526,7.04211,9.724,0.200328947,56.0,1.42596357
4,190.0,863.36,1349.0,164.0,299.9342105,81.0507,38.896,0.201315789,56.0,4.117209914
4,320.0,1267.2,1980.0,155.0,659.8930921,162.1014,63.206,-5.997861842,160.0,2.623415445
4,370.0,1002.24,1566.0,182.0,359.9259868,34.1033,43.758,-3.598519737,72.0,4.170968884
4,120.0,590.72,923.0,57.0,379.9424342,24.15818182,34.034,-1.598848684,96.0,1.271417308
4,100.0,493.44,771.0,75.0,279.9835526,10.66986364,9.724,0.000328947,96.0,1.948799535
4,260.0,1104.64,1726.0,205.0,499.8848684,0.805272727,68.068,-0.797697368,88.0,3.986493218
4,150.0,849.28,1327.0,175.0,299.9835526,6.240863636,9.724,2.000328947,104.0,4.393002907
3,20.0,250.88,392.0,13.0,159.9753289,9.260636364,14.586,-0.199506579,40.0,0.446878037
3,30.0,345.6,540.0,58.0,179.9835526,0.201318182,9.724,1.600328947,56.0,1.879679252
4,100.0,633.6,990.0,104.57,279.9506579,16.56446,29.172,1.200986842,64.0,2.717305863
4,90.0,517.76,809.0,86.0,239.9753289,17.76029,14.586,0.600493421,72.0,2.413722381
4,100.0,622.08,972.0,85.4,339.9424342,10.36386,34.034,0.401151316,80.0,2.013851045
1,440.0,1440.0,2250.0,241.0,599.9177632,57.22268,48.62,-3.398355263,160.0,4.278025273
4,230.0,930.56,1454.0,85.0,559.9013158,99.2096,58.344,-4.798026316,128.0,1.5618357
4,230.0,1030.4,1610.0,165.0,459.9177632,17.716,48.62,0.001644737,104.0,3.345153233
4,80.0,832.64,1301.0,51.3,559.8766447,39.01949,72.93,-1.197532895,104.0,0.942634549
4,120.0,682.88,1067.0,82.45,359.9342105,27.68125,38.896,-0.798684211,80.0,1.889518988
4,250.0,1083.52,1693.0,99.32,639.8930921,22.145,63.206,-3.597861842,152.0,1.70708507
4,280.0,1064.96,1664.0,191.7,419.9013158,20.55056,58.344,-0.598026316,72.0,4.067435353
4,110.0,820.48,1282.0,79.78,479.8930921,21.56923,63.206,-0.197861842,88.0,1.583412054
4,320.0,1109.76,1734.0,103.81,639.9013158,79.722,58.344,-6.598026316,160.0,1.7842465
4,340.0,1175.68,1837.0,105.87,679.9259868,85.0368,43.758,-6.998519737,200.0,1.765282667
4,120.0,602.88,942.0,61.37,359.9506579,46.9474,29.172,-1.799013158,96.0,1.406393341
3,50.0,441.6,690.0,35.73,279.9342105,17.716,38.896,-0.398684211,48.0,0.928489917
4,190.0,844.8,1320.0,85.0,479.9506579,144.8283,29.172,-4.599013158,144.0,1.686913423
4,190.0,925.44,1446.0,218.0,279.9259868,13.287,43.758,3.401480263,40.0,5.665093063
3,30.0,248.96,389.0,17.8,159.9671053,0.3,19.448,-0.199342105,32.0,0.611894886
3,60.0,284.16,444.0,28.0,159.9588816,1.01867,24.31,-0.599177632,24.0,0.962556023
4,60.0,593.28,927.0,101.0,259.9424342,29.85146,34.034,1.801151316,48.0,2.723672883
4,200.0,1267.2,1980.0,224.0,539.8930921,66.0,63.206,1.602138158,112.0,4.191469371
3,20.0,220.16,344.0,6.0,179.9753289,3.019772727,14.586,-0.599506579,48.0,0.19445402
3,40.0,218.88,342.0,19.0,139.9753289,3.825045455,14.586,-0.599506579,32.0,0.698232431
4,40.0,766.08,1197.0,76.0,299.9259868,15.5015,43.758,-0.398519737,48.0,1.908001483
3,80.0,430.08,672.0,75.0,219.9671053,7.448772727,19.448,-0.399342105,56.0,2.198642191
4,260.0,1014.4,1585.0,103.0,479.9506579,190.447,29.172,-5.199013158,144.0,2.044142148
4,150.0,743.68,1162.0,25.0,439.9835526,3.67607,9.724,-1.399671053,160.0,0.518195875
4,280.0,1017.6,1590.0,157.0,439.9013158,3.27746,58.344,-1.998026316,80.0,3.254574264
3,70.0,370.56,579.0,33.0,219.9753289,39.861,14.586,-1.599506579,64.0,0.967384481
4,110.0,690.56,1079.0,101.0,319.9342105,14.03993,38.896,0.401315789,64.0,2.455066142
4,240.0,1043.2,1630.0,152.0,499.8355263,198.8621,97.24,-3.996710526,40.0,2.955984766
4,230.0,923.52,1443.0,104.61,499.9342105,18.278483,38.896,-2.998684211,136.0,2.034177929
4,50.0,536.96,839.0,70.0,279.9177632,28.7885,48.62,0.601644737,32.0,1.819093301
3,80.0,347.52,543.0,52.0,199.9506579,3.215454,29.172,-0.399013158,32.0,1.598873443
4,90.0,534.4,835.0,35.26,339.9588816,16.3873,24.31,-1.599177632,96.0,0.831459837
4,230.0,899.84,1406.0,75.0,539.8519737,151.0289,87.516,-6.197039474,72.0,1.403447207
4,50.0,515.2,805.0,22.94,339.9177632,135.0845,48.62,-2.798355263,56.0,0.540976809
4,150.0,894.08,1397.0,59.38,559.9588816,1.7716,24.31,-2.399177632,184.0,1.091023961
3,100.0,325.12,508.0,44.0,199.9588816,23.20796,24.31,-1.599177632,40.0,1.352865093
4,150.0,755.2,1180.0,91.0,399.9259868,38.44372,43.758,-1.798519737,88.0,1.978443917
3,80.0,332.16,519.0,48.48,159.9753289,2.39166,14.586,-0.599506579,40.0,1.666511325
4,220.0,962.56,1504.0,113.95,499.9588816,35.65345,24.31,-2.199177632,160.0,2.215742814
4,400.0,1372.16,2144.0,213.6,599.84375,38.26656,92.378,-3.396875,88.0,3.79187789
4,40.0,602.88,942.0,45.75,379.9424342,34.28046,34.034,0.001151316,96.0,1.020479681
4,50.0,582.4,910.0,40.32,379.9177632,37.82366,48.62,-0.598355263,72.0,0.899389654
4,160.0,648.96,1014.0,95.01,299.9259868,20.46198,43.758,-1.198519737,48.0,2.385252907
4,240.0,844.8,1320.0,55.96,539.9177632,36.920144,48.62,-5.398355263,136.0,1.047094942
3,70.0,323.2,505.0,50.0,139.9506579,5.49196,29.172,-0.199013158,8.0,1.837615715
4,390.0,1436.16,2244.0,283.8,499.8684211,108.9534,77.792,-0.997368421,72.0,5.518953113
4,130.0,966.4,1510.0,148.9,419.8848684,8.4151,68.068,2.602302632,56.0,3.159379164
4,340.0,1029.12,1608.0,188.8,379.9177632,3.0,48.62,-1.998355263,72.0,4.211427747
4,110.0,630.4,985.0,29.78,419.9177632,79.98774,48.62,-3.398355263,88.0,0.631851083
4,380.0,1009.28,1577.0,95.0,579.8848684,69.5353,68.068,-8.197697368,120.0,1.715239941
4,260.0,1131.52,1768.0,153.4,539.8684211,95.97643,77.792,-2.997368421,88.0,2.870473628
4,10.0,511.36,799.0,96.96,199.9588816,16.3873,24.31,3.600822368,40.0,2.981222713
4,100.0,585.6,915.0,106.45,219.9506579,5.3148,29.172,1.600986842,40.0,3.120722823
4,120.0,832.64,1301.0,103.0,459.8766447,66.23368182,72.93,-0.597532895,64.0,2.088279916
4,140.0,633.6,990.0,110.0,259.9342105,21.13840909,38.896,-0.198684211,40.0,2.966423331
4,20.0,501.12,783.0,82.0,219.9342105,50.53086364,38.896,2.001315789,24.0,2.404028556
4,140.0,825.6,1290.0,89.0,459.8766447,72.87718182,72.93,-1.597532895,64.0,1.804436044
4,110.0,622.08,972.0,92.0,299.9095395,43.48472727,53.482,-0.198190789,32.0,2.309749338
3,90.0,467.84,731.0,64.0,239.9342105,16.50809091,38.896,-0.198684211,32.0,1.796412425
3,50.0,277.76,434.0,38.0,139.9588816,2.617136364,24.31,0.000822368,16.0,1.396546912
4,270.0,887.68,1387.0,101.0,479.9095395,47.71240909,53.482,-4.598190789,104.0,2.004535936
4,190.0,887.04,1386.0,138.0,399.9013158,87.37209091,58.344,-1.398026316,64.0,3.000370134
3,60.0,407.68,637.0,45.0,219.9342105,23.75554545,38.896,-0.398684211,24.0,1.319283964
4,160.0,1006.08,1572.0,133.0,499.8930921,196.8891818,63.206,-2.597861842,96.0,2.586337741
4,90.0,712.96,1114.0,72.44,419.9506579,35.96348,29.172,-0.399013158,120.0,1.536920745
4,220.0,1031.68,1612.0,125.0,559.9588816,70.864,24.31,-2.999177632,184.0,2.296699143
4,60.0,597.76,934.0,84.0,279.9753289,0.651063,14.586,1.600493421,88.0,2.182687535
4,50.0,510.72,798.0,38.05,319.9671053,21.635665,19.448,-0.399342105,96.0,0.924856086
4,130.0,748.16,1169.0,91.0,379.9506579,20.670143,29.172,-0.599013158,104.0,2.029784613
4,40.0,486.4,760.0,37.07,299.9753289,13.7299,14.586,0.000493421,96.0,0.930576285
4,60.0,597.76,934.0,86.2,279.9424342,17.93745,34.034,1.401151316,56.0,2.239984754
4,60.0,560.64,876.0,114.0,199.9506579,3.228741,29.172,2.600986842,32.0,3.505222547
4,90.0,590.08,922.0,30.0,399.9588816,48.09894,24.31,-2.399177632,120.0,0.652207436
4,180.0,1016.96,1589.0,80.0,639.8930921,124.012,63.206,-4.397861842,152.0,1.375018179
4,100.0,721.92,1128.0,58.0,439.9588816,145.7141,24.31,-2.999177632,136.0,1.202248137
4,270.0,1276.8,1995.0,200.0,619.8684211,126.2265,77.792,-2.797368421,120.0,3.492628581
4,150.0,773.12,1208.0,72.41,439.9342105,45.57441,38.896,-2.398684211,112.0,1.500986699
4,270.0,1009.92,1578.0,140.0,479.9753289,14.1728,14.586,-2.799506579,168.0,2.77837423
4,170.0,986.24,1541.0,77.0,619.8519737,34.81194,87.516,-2.797039474,104.0,1.344679844
4,130.0,705.28,1102.0,85.48,359.9424342,14.1728,34.034,-0.598848684,88.0,1.958935573
